"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
2927,-87.800515,41.916265,0,1,0,0,11,52,10,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
2803,-87.777189,41.960616,0,1,0,0,0,2,0,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
760,-87.797894,41.797616,0,1,0,0,10,13,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
2181,-87.559308,41.678618,0,1,0,0,1,15,0,0,1,0,510,1839,61,36,19,1,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
218,-87.707973,41.682587,0,1,0,0,29,189,27,0,0,0,426,1928,63,35,11,1,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
3548,-87.666066,41.98728,0,1,0,0,0,2,0,0,0,0,416,1928,57,32,1,1,51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
3472,-87.716788,41.89923,0,1,0,0,0,0,10,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
170,-87.677512,41.731922,0,1,0,0,3,3,4,0,0,0,420,1931,58,31,14,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29,0.67,77,33,1,79,53,2,29.55,28,0,0,0,0,0,0,0,0,8.5,8.1,5.9,17,17,0,1,0
1458,-87.531635,41.686398,0,0,1,0,0,6,0,0,0,0,557,1720,50,28,26,13,44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,77,29,2,76,49,1,29.27,22,0,0,0,0,0,0,0,0,13.3,12.8,11.5,8,7,0,0,0
4302,-87.703736,41.704336,0,1,0,0,0,28,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
3294,-87.832763,41.944869,0,0,1,0,3,13,0,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
4462,-87.64997,41.723195,0,0,1,0,3,8,0,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
4083,-87.716788,41.89923,0,1,0,0,27,50,6,0,0,0,452,1903,69,37,1,1,56,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
4147,-87.736812,41.798697,0,1,0,0,11,40,6,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
992,-87.750938,41.979243,0,0,1,0,1,1,0,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
1452,-87.565666,41.704572,0,0,1,0,3,1,0,0,0,0,557,1720,50,28,26,13,44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,77,29,2,76,49,1,29.27,22,0,0,0,0,0,0,0,0,13.3,12.8,11.5,8,7,0,0,0
204,-87.76007,41.961743,0,1,0,0,0,1,0,0,0,0,426,1928,63,35,11,1,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
215,-87.724608,41.662014,0,1,0,0,1,18,4,0,0,0,426,1928,63,35,11,1,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
2696,-87.666066,41.98728,0,1,0,0,0,1,2,0,0,0,426,1928,70,45,25,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
3719,-87.746381,41.925198,0,1,0,0,0,0,6,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
3319,-87.71188,41.800737,0,0,1,0,0,13,0,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
2871,-87.756155,41.904194,0,1,0,0,0,77,4,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
3929,-87.756155,41.904194,0,1,0,0,0,16,1,0,0,2,438,1918,58,34,13,1,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
3151,-87.654234,41.793818,0,1,0,0,6,13,0,0,0,0,511,1837,61,36,19,1,58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3448,-87.590773,41.754292,0,0,1,0,0,0,1,0,0,0,547,1735,47,16,16,7,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,58,18,5,57,45,1,29.37,16,0,0,0,0,0,0,0,1,16.3,15,14.6,18,18,0,1,0.09
16,-87.632085,41.921965,1,0,0,0,0,2,3,0,0,0,421,1917,65,39,28,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26,0.8,88,42,1,88,60,10,29.44,35,0,1,0,0,0,0,1,0,7.4,6.5,5.8,15.7722569219176,13.2689506455127,1,1,0
2963,-87.654234,41.793818,0,1,0,0,8,25,3,0,0,0,449,1907,70,41,21,1,68,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
4176,-87.654491,41.891118,0,1,0,0,1,10,0,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
1754,-87.535198,41.680946,0,1,0,0,0,1,3,0,0,0,419,1931,65,35,1,1,54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,78,37,1,77,63,6,28.95,30,0,0,0,0,0,0,0,0,14.1,12.7,12.2,14,14,1,1,0
1837,-87.689778,41.986921,0,1,0,0,2,11,6,0,0,0,425,1929,67,38,18,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,84,41,1,82,63,9,29.41,37,0,1,0,0,0,0,0,1,4.6,4.9,4.4,18,16,1,1,0.08
1270,-87.787992,41.970248,0,0,1,0,5,4,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
807,-87.686763,41.843811,0,1,0,0,3,13,0,0,0,0,505,1845,69,43,25,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
4199,-87.930995,41.957799,0,1,0,0,0,2,0,0,0,0,506,1843,67,38,20,1,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
2160,-87.703047,41.77166,0,1,0,0,0,1,0,0,0,0,510,1839,61,36,19,1,61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
2362,-87.538693,41.659112,0,0,1,0,0,4,0,0,0,0,533,1758,54,26,11,25,52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
1340,-87.585413,41.726465,0,0,1,0,6,4,0,0,0,0,541,1746,71,44,36,1,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
3144,-87.666901,41.868077,0,1,0,0,4,3,2,0,0,1,511,1837,61,36,19,1,58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3159,-87.627096,41.776428,0,1,0,0,1,3,2,0,0,0,511,1837,61,36,19,1,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3228,-87.805059,41.973845,0,0,1,0,0,8,2,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
685,-87.700117,41.932094,0,1,0,0,1,2,0,0,0,0,459,1854,72,41,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
456,-87.678649,41.768388,0,1,0,0,7,15,7,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
946,-87.627796,41.821582,0,1,0,0,16,15,0,0,0,0,509,1840,69,40,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
3069,-87.71188,41.800737,0,1,0,0,1,1,0,0,0,0,503,1848,67,41,23,1,63,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
1325,-87.649642,41.732984,0,0,1,0,1,1,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
3075,-87.69181,41.963976,0,1,0,0,2,2,2,0,0,0,503,1848,67,41,23,1,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
2380,-87.756155,41.904194,0,0,1,0,0,2,0,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
1425,-87.655232,41.896282,0,0,1,0,1,1,0,0,0,0,552,1729,56,32,28,1,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
2933,-87.757639,41.964242,0,1,0,0,0,54,0,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
1640,-87.666901,41.868077,0,1,0,0,0,0,2,0,0,0,416,1928,57,32,1,1,49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,81,34,1,81,53,3,29.34,27,0,0,0,0,0,0,0,0,7.7,6.4,5.5,15,15,1,1,0
4027,-87.671457,41.947227,0,1,0,0,12,12,5,0,0,0,445,1911,61,36,10,1,57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
4419,-87.800991,41.95469,0,0,1,0,32,12,0,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
2205,-87.671457,41.947227,0,1,0,0,0,1,0,0,0,0,512,1835,62,29,14,2,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,67,30,1,67,61,1,29.41,32,0,1,0,0,0,0,0,1,11,9.7,9.1,14,13,1,0,0.95
3257,-87.696269,41.868142,0,0,1,0,1,4,0,0,0,0,528,1809,64,40,28,1,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
1108,-87.698457,41.94983,0,0,1,0,4,0,0,0,0,0,528,1809,46,22,16,29,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
479,-87.632085,41.921965,0,1,0,0,0,5,0,0,0,0,445,1911,69,46,26,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
3878,-87.69181,41.963976,0,1,0,0,0,2,3,0,0,0,433,1923,75,49,28,1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
4495,-87.757639,41.964242,0,0,1,0,2,3,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
1102,-87.703736,41.704336,0,0,1,0,1,0,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
686,-87.698457,41.94983,0,1,0,0,17,15,0,0,0,0,459,1854,72,41,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
3789,-87.742302,41.763733,0,1,0,0,0,6,2,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
3925,-87.777189,41.960616,0,1,0,0,0,7,2,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
132,-87.64997,41.723195,0,1,0,0,0,0,2,0,0,0,419,1931,56,28,16,13,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
70,-87.757639,41.964242,0,1,0,0,0,0,2,0,0,0,418,1931,73,46,28,1,69,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
4035,-87.654234,41.793818,0,1,0,0,3,7,2,0,0,0,445,1911,61,36,10,1,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
2820,-87.716277,41.846075,0,1,0,0,2,1,2,0,0,0,438,1918,73,46,25,1,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
3855,-87.757639,41.964242,0,1,0,0,0,7,0,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
3016,-87.666901,41.868077,0,1,0,0,6,1,1,0,0,0,456,1858,65,36,10,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
3177,-87.800515,41.916265,0,0,1,0,3,37,13,0,0,0,517,1827,74,47,32,1,71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.57,94,49,1,93,71,18,29.26,44,0,0,0,0,0,0,0,0,6.3,5.9,5.2,12,11,0,1,0
3854,-87.763416,41.801498,0,1,0,0,0,16,30,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
1714,-87.747113,41.991429,0,1,0,0,0,16,3,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
3527,-87.731435,41.743402,0,1,0,0,0,0,8,0,0,0,416,1928,57,32,1,1,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
4615,-87.535198,41.680946,0,0,1,0,2,1,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
984,-87.777189,41.960616,0,0,1,0,0,2,0,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
4556,-87.807277,42.009876,0,0,1,0,0,5,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
3784,-87.757639,41.964242,0,1,0,0,0,78,37,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
4583,-87.701431,41.906638,0,0,1,0,0,2,0,0,0,0,543,1742,55,28,21,13,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
648,-87.787992,41.970248,0,1,0,0,44,49,0,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
3490,-87.649642,41.732984,0,1,0,0,0,4,0,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
1266,-87.797127,41.990284,0,0,1,0,0,3,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
161,-87.705085,41.883284,0,1,0,0,0,2,1,0,0,0,420,1931,58,31,14,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,33,1,79,53,2,29.55,28,0,0,0,0,0,0,0,0,8.5,8.1,5.9,17,17,0,1,0
335,-87.64886,41.862292,0,1,0,0,2,0,0,0,0,0,433,1923,63,38,1,1,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,82,38,1,83,63,9,29.26,35,0,1,0,0,0,0,0,0,14.4,11.9,7,13,14,0,1,0.16
1707,-87.778927,41.776156,0,1,0,0,0,0,1,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
4490,-87.778927,41.776156,0,0,1,0,0,7,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3551,-87.654491,41.891118,0,1,0,0,0,1,0,0,0,0,416,1928,57,32,1,1,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
88,-87.686763,41.843811,0,1,0,0,0,0,1,0,0,0,418,1931,73,46,28,1,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
2281,-87.666014,41.720848,0,0,1,0,0,1,0,0,0,0,530,1805,59,36,25,1,55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
542,-87.800515,41.916265,0,1,0,0,3,11,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
305,-87.676709,41.688324,0,1,0,0,0,5,1,0,0,0,432,1924,69,42,21,1,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
1857,-87.688267,41.903002,0,1,0,0,1,38,5,0,0,0,428,1927,66,35,11,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,78,37,1,79,61,6,29.41,28,0,0,0,0,0,0,0,0,7.4,5.8,4.8,18,16,1,1,0
258,-87.586427,41.778748,0,1,0,0,0,0,1,0,0,0,426,1928,63,35,11,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
1556,-87.778927,41.776156,0,1,0,0,0,2,1,0,0,0,417,1923,47,27,11,24,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,80,29,2,79,44,1,29.23,23,0,0,0,0,0,0,0,0,7.2,6.7,5.8,13.1155290375629,12.0216409366304,1,1,0
1374,-87.76007,41.961743,0,0,1,0,2,3,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
589,-87.677737,41.836644,0,1,0,0,0,4,1,0,0,0,451,1904,73,47,27,1,73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
