"ID","Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i"
581,2,"2010-05-29",84,62,38,57,32,1,9,0,29.28,29.93,4.5,7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,23,1,84,23,1
582,2,"2010-05-30",91,64,43,59,35,1,14,0,29.23,29.86,4.5,17,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91,43,0,22,1,91,22,1
583,2,"2010-05-31",84,65,40,65,36,1,11,1.57,29.21,29.85,1.6,19,4.8,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,84,40,1.57,22,1,84,22,1
584,2,"2010-06-01",84,65,40,63,36,1,11,0,29.17,29.83,4.4,17,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,40,0,22,1,84,22,1
585,2,"2010-06-02",77,59,33,61,33,1,4,1.3,29.05,29.69,2.8,32,10.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,77,33,1.3,23,1,77,23,1
586,2,"2010-06-03",71,58,30,46,24,1,1,0,29.15,29.79,6.1,4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,30,0,22,1,71,22,1
587,2,"2010-06-04",83,60,37,59,33,1,8,0,29.07,29.71,6.8,21,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,37,0,22,1,83,22,1
588,2,"2010-06-05",79,60,35,63,35,1,6,0.51,29,29.65,3.8,24,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,79,35,0.51,22,1,79,22,1
589,2,"2010-06-06",75,58,32,54,28,1,3,0,29.22,29.83,8.3,33,10.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,32,0,22,1,75,22,1
590,2,"2010-06-07",69,56,28,48,24,13,1,0,29.41,30.04,6.5,7,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,28,0,21,1,69,21,1
591,2,"2010-06-08",67,59,28,57,28,13,1,0.33,29.28,29.96,7.8,13,8.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,67,28,0.33,21,1,67,21,1
592,2,"2010-06-09",83,67,40,55,32,1,11,0,29.19,29.82,10,27,10.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,40,0,20,1,83,20,1
593,2,"2010-06-10",75,60,33,54,29,1,4,0,29.31,29.94,5.3,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33,0,19,1,75,19,1
594,2,"2010-06-11",88,64,41,67,40,1,12,0.41,29.24,29.88,8.6,19,10.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,41,0.41,19,1,88,19,1
595,2,"2010-06-12",77,62,35,63,34,1,6,0.12,29.31,29.94,2.2,2,7.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,77,35,0.12,19,1,77,19,1
596,2,"2010-06-13",73,61,32,61,32,1,3,0.25,29.32,29.97,3.6,7,4.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,73,32,0.25,19,1,73,19,1
597,2,"2010-06-14",72,61,32,61,32,1,3,0.01,29.28,29.92,5.5,5,6.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,72,32,0.01,20,1,72,20,1
598,2,"2010-06-15",79,61,35,65,36,1,6,0.88,29.23,29.88,3.2,20,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,79,35,0.88,20,1,79,20,1
599,2,"2010-06-16",86,65,41,60,34,1,12,0,29.34,29.97,6.1,27,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,0,19,1,86,19,1
600,2,"2010-06-17",84,67,41,61,36,1,12,0,29.36,30,4.4,14,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,19,1,84,19,1
601,2,"2010-06-18",91,66,44,66,38,1,15,0.66,29.24,29.91,6.2,22,9.6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,91,44,0.66,20,1,91,20,1
602,2,"2010-06-19",86,66,41,60,35,1,12,0,29.3,29.92,10.1,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,0,20,1,86,20,1
603,2,"2010-06-20",80,67,39,60,34,1,10,0,29.4,30.02,4.4,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,0,20,1,80,20,1
604,2,"2010-06-21",85,68,42,66,38,1,13,0.4,29.31,29.96,4.4,17,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,42,0.4,19,1,85,19,1
605,2,"2010-06-22",86,70,43,68,40,1,14,0,29.34,29.97,6.7,22,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,43,0,18,1,86,18,1
606,2,"2010-06-23",87,67,42,69,40,1,13,1.23,29.23,29.89,9.3,22,11.5,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,87,42,1.23,19,1,87,19,1
607,2,"2010-06-24",81,65,38,59,34,1,9,0,29.38,30.01,2.3,36,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,38,0,18,1,81,18,1
608,2,"2010-06-25",84,66,40,61,35,1,11,0,29.34,29.99,6.5,20,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,17,1,84,17,1
609,2,"2010-06-26",88,68,43,65,38,1,14,0.7,29.16,29.81,2.3,16,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,88,43,0.7,17,1,88,17,1
610,2,"2010-06-27",87,72,45,69,41,1,16,0.88,28.95,29.6,8.5,24,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,45,0.88,16,1,87,16,1
611,2,"2010-06-28",82,65,39,59,34,1,10,0,29.13,29.74,9.1,31,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,39,0,16,1,82,16,1
612,2,"2010-06-29",73,62,33,52,28,1,4,0,29.46,30.07,6.7,6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,33,0,16,1,73,16,1
613,2,"2010-06-30",76,57,32,50,26,1,3,0,29.6,30.23,3.9,5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,0,16,1,76,16,1
614,2,"2010-07-01",77,58,33,47,26,1,4,0,29.65,30.31,6.2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,33,0,15,1,77,15,1
615,2,"2010-07-02",83,62,38,50,29,1,9,0,29.52,30.19,7.5,18,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,15,1,83,15,1
616,2,"2010-07-03",87,64,41,54,32,1,12,0,29.36,30.02,8.1,20,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,0,15,1,87,15,1
617,2,"2010-07-04",92,72,47,65,40,1,18,0.03,29.26,29.9,10.2,22,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,47,0.03,14,1,92,14,1
618,2,"2010-07-05",90,79,50,63,39,1,21,0,29.26,29.88,13,20,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,0,13,1,90,13,1
619,2,"2010-07-06",91,75,48,68,41,1,19,0.04,29.33,29.95,9,23,10.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,48,0.04,14,1,91,14,1
620,2,"2010-07-07",94,72,48,69,42,1,19,0.05,29.39,30.01,4.8,24,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,48,0.05,14,1,94,14,1
621,2,"2010-07-08",87,74,46,69,41,1,17,0.15,29.33,29.97,0.5,34,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,87,46,0.15,15,1,87,15,1
622,2,"2010-07-09",87,72,45,59,36,1,16,0,29.32,29.96,4.9,2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,45,0,15,1,87,15,1
623,2,"2010-07-10",89,69,44,59,36,1,15,0.01,29.29,29.93,4.1,27,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,44,0.01,14,1,89,14,1
624,2,"2010-07-11",85,67,41,62,36,1,12,0.77,29.13,29.79,6.4,21,6.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,85,41,0.77,15,1,85,15,1
625,2,"2010-07-12",84,65,40,64,37,1,11,0.01,29.11,29.74,1.1,4,4.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,84,40,0.01,16,1,84,16,1
626,2,"2010-07-13",84,71,43,64,37,1,14,0.02,29.24,29.85,6.2,9,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,43,0.02,17,1,84,17,1
627,2,"2010-07-14",91,72,47,69,42,1,18,0,29.31,29.94,8.6,18,9.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,91,47,0,17,1,91,17,1
628,2,"2010-07-15",92,73,48,69,42,1,19,0,29.26,29.89,7.9,25,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,48,0,16,1,92,16,1
629,2,"2010-07-16",90,68,44,60,37,1,15,0,29.29,29.93,6.6,25,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,44,0,16,1,90,16,1
630,2,"2010-07-17",92,71,47,64,39,1,18,0,29.24,29.87,1.4,26,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,47,0,15,1,92,15,1
631,2,"2010-07-18",91,74,48,69,42,1,19,0.29,29.16,29.8,7.1,24,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,48,0.29,15,1,91,15,1
632,2,"2010-07-19",84,72,43,66,39,1,14,0,29.23,29.87,3.4,23,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,43,0,16,1,84,16,1
633,2,"2010-07-20",85,69,42,66,39,1,13,0,29.26,29.9,7,23,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,42,0,15,1,85,15,1
634,2,"2010-07-21",90,73,47,66,40,1,18,0,29.35,29.98,1.8,30,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0,14,1,90,14,1
635,2,"2010-07-22",90,72,46,70,43,1,17,0.02,29.23,29.88,8.2,20,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,46,0.02,15,1,90,15,1
636,2,"2010-07-23",95,71,48,71,43,1,19,3.15,29.23,29.83,9.6,24,11,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,95,48,3.15,15,1,95,15,1
637,2,"2010-07-24",87,69,43,70,41,1,14,4.73,29.21,29.84,2.9,23,10.1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,87,43,4.73,16,1,87,16,1
638,2,"2010-07-25",81,68,40,60,35,1,11,0.52,29.41,30.03,9.2,2,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,0.52,16,1,81,16,1
639,2,"2010-07-26",84,64,39,62,36,1,10,0,29.43,30.07,4.8,12,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,39,0,16,1,84,16,1
640,2,"2010-07-27",88,71,45,66,40,1,16,0,29.34,29.99,6,21,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,0,15,1,88,15,1
641,2,"2010-07-28",91,77,49,71,44,1,20,0,29.3,29.92,5.2,25,8.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,49,0,14,1,91,14,1
642,2,"2010-07-29",81,69,40,59,34,1,11,0,29.41,30.05,6.1,6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,0,13,1,81,13,1
643,2,"2010-07-30",79,71,40,59,34,1,11,0,29.31,29.97,5.1,16,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,40,0,13,1,79,13,1
644,2,"2010-07-31",78,65,37,63,35,1,8,0.6,29.21,29.84,3.1,14,4.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,78,37,0.6,14,1,78,14,1
645,2,"2010-08-01",84,66,40,64,37,1,11,0,29.29,29.93,2.2,11,3.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,40,0,14,1,84,14,1
646,2,"2010-08-02",84,70,42,66,39,1,13,0.08,29.31,29.94,5.4,21,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,42,0.08,14,1,84,14,1
647,2,"2010-08-03",87,65,41,70,42,1,12,1.6,29.24,29.89,2.3,20,3.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,87,41,1.6,15,1,87,15,1
648,2,"2010-08-04",81,71,41,71,42,1,12,0.57,29.21,29.83,3.6,26,4.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,81,41,0.57,16,1,81,16,1
649,2,"2010-08-05",84,68,41,62,36,1,12,0,29.19,29.82,9.5,29,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,16,1,84,16,1
650,2,"2010-08-06",82,64,38,58,33,1,9,0,29.28,29.91,5.9,29,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,0,16,1,82,16,1
651,2,"2010-08-07",84,66,40,63,36,1,11,0,29.26,29.91,7.1,23,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,15,1,84,15,1
652,2,"2010-08-08",87,71,44,66,39,1,15,0.05,29.21,29.85,8.6,21,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,44,0.05,15,1,87,15,1
653,2,"2010-08-09",89,75,47,69,42,1,18,0,29.26,29.88,4.4,24,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89,47,0,15,1,89,15,1
654,2,"2010-08-10",88,77,48,71,43,1,19,0,29.28,29.91,5.5,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,0,14,1,88,14,1
655,2,"2010-08-11",90,77,49,69,43,1,20,0,29.2,29.82,5.2,27,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,49,0,14,1,90,14,1
656,2,"2010-08-12",89,75,47,69,43,1,18,0,29.18,29.81,3.3,8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,47,0,14,1,89,14,1
657,2,"2010-08-13",93,72,48,70,43,1,19,0.66,29.13,29.76,7.4,17,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,93,48,0.66,15,1,93,15,1
658,2,"2010-08-14",88,72,45,68,41,1,16,0,29.18,29.8,2.8,22,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,0,15,1,88,15,1
659,2,"2010-08-15",84,67,41,62,37,1,12,0,29.26,29.88,8.5,29,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,15,1,84,15,1
660,2,"2010-08-16",80,64,37,54,31,1,8,0,29.36,30,9.3,27,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,37,0,15,1,80,15,1
661,2,"2010-08-17",79,65,37,57,32,1,8,0.03,29.41,30.05,3.8,28,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,37,0.03,16,1,79,16,1
662,2,"2010-08-18",83,64,39,60,34,1,10,0.04,29.34,30,1.2,18,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,39,0.04,17,1,83,17,1
663,2,"2010-08-19",87,69,43,63,38,1,14,0,29.24,29.89,4.6,21,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,43,0,17,1,87,17,1
664,2,"2010-08-20",93,75,49,66,40,1,20,0,29.16,29.8,10,19,10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,49,0,17,1,93,17,1
665,2,"2010-08-21",86,71,44,68,40,1,15,0.59,29.2,29.81,2.6,35,5.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,86,44,0.59,18,1,86,18,1
666,2,"2010-08-22",80,68,39,64,37,1,10,0,29.4,30.02,9.4,2,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,0,17,1,80,17,1
667,2,"2010-08-23",78,67,38,63,36,1,9,0,29.4,30.04,6.9,7,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,0,17,1,78,17,1
668,2,"2010-08-24",81,68,40,61,35,1,11,0,29.35,30,2.4,8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,0,17,1,81,17,1
669,2,"2010-08-25",79,63,36,50,28,1,7,0,29.42,30.06,9.4,33,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,36,0,16,1,79,16,1
670,2,"2010-08-26",78,62,35,52,28,1,6,0,29.51,30.15,1.9,14,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0,15,1,78,15,1
671,2,"2010-08-27",83,61,37,53,30,1,8,0,29.44,30.1,5.8,21,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,37,0,14,1,83,14,1
672,2,"2010-08-28",87,65,41,50,30,1,12,0,29.42,30.06,7.6,18,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,0,14,1,87,14,1
673,2,"2010-08-29",93,72,48,63,38,1,19,0,29.45,30.08,7.6,19,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,48,0,14,1,93,14,1
674,2,"2010-08-30",88,73,46,65,39,1,17,0,29.49,30.12,10.2,19,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,46,0,14,1,88,14,1
675,2,"2010-08-31",92,75,49,67,41,1,20,0,29.34,30,12,20,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,49,0,14,1,92,14,1
676,2,"2010-09-01",80,71,41,66,39,1,12,0.14,29.27,29.9,5.8,22,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,41,0.14,15,1,80,15,1
677,2,"2010-09-02",83,66,40,67,39,1,11,0.92,29.15,29.8,7,21,7.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83,40,0.92,15,1,83,15,1
678,2,"2010-09-03",72,57,30,51,26,1,1,0,29.17,29.81,15.7,28,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,30,0,15,1,72,15,1
679,2,"2010-09-04",68,52,25,43,20,26,1,0,29.31,29.95,11.3,30,11.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,25,0,16,1,68,16,1
680,2,"2010-09-05",77,52,30,48,25,1,1,0,29.28,29.95,7.2,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,30,0,15,1,77,15,1
681,2,"2010-09-06",84,68,41,50,29,1,12,0,29.18,29.83,13.8,20,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,14,1,84,14,1
682,2,"2010-09-07",79,60,35,47,27,1,6,0,29.28,29.89,16.2,25,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0,13,1,79,13,1
683,2,"2010-09-08",71,53,27,47,23,24,1,0,29.44,30.08,3.7,34,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,27,0,13,1,71,13,1
684,2,"2010-09-09",68,53,26,49,24,25,1,0,29.42,30.08,5.2,4,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,26,0,13,1,68,13,1
685,2,"2010-09-10",72,59,31,50,26,1,2,0,29.29,29.96,9.9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,31,0,13,1,72,13,1
686,2,"2010-09-11",75,59,32,54,28,1,3,0.16,29.21,29.86,1.6,24,8.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75,32,0.16,14,1,75,14,1
687,2,"2010-09-12",83,53,33,50,28,1,4,0,29.36,29.99,7.9,25,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,33,0,14,1,83,14,1
688,2,"2010-09-13",82,61,37,53,29,1,8,0,29.35,29.99,1,26,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,13,1,82,13,1
689,2,"2010-09-14",77,58,33,48,26,1,4,0,29.44,30.08,4.6,7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,33,0,12,1,77,12,1
690,2,"2010-09-15",75,61,33,52,28,1,4,0.04,29.31,30,7.4,12,8.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75,33,0.04,13,1,75,13,1
691,2,"2010-09-16",70,57,29,55,28,2,1,0.03,29.24,29.87,7.4,33,12.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,70,29,0.03,12,1,70,12,1
692,2,"2010-09-17",74,51,28,49,25,13,1,0,29.42,30.06,3.9,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,28,0,11,1,74,11,1
693,2,"2010-09-18",66,60,28,55,27,13,1,0.22,29.49,30.12,2,3,7.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66,28,0.22,11,1,66,11,1
694,2,"2010-09-19",68,56,27,48,24,24,1,0.01,29.51,30.17,7.4,4,8.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,27,0.01,12,1,68,12,1
695,2,"2010-09-20",77,63,35,60,33,1,6,0,29.35,30.02,5.4,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,12,1,77,12,1
696,2,"2010-09-21",89,67,43,62,36,1,14,0.03,29.23,29.86,9.2,22,10.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,89,43,0.03,13,1,89,13,1
697,2,"2010-09-22",75,64,35,61,32,1,6,0,29.38,30.01,1.8,8,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,0,13,1,75,13,1
698,2,"2010-09-23",90,66,43,61,37,1,14,0,29.21,29.87,14.5,21,14.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,0,13,1,90,13,1
699,2,"2010-09-24",79,57,33,53,28,1,4,0.2,29.24,29.87,14.8,25,16.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,33,0.2,14,1,79,14,1
700,2,"2010-09-25",60,52,21,43,18,30,1,0,29.45,30.1,7.4,36,9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,21,0,15,1,60,15,1
701,2,"2010-09-26",60,52,21,44,19,30,1,0.05,29.45,30.12,11.2,2,11.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,21,0.05,16,1,60,16,1
702,2,"2010-09-27",63,49,21,46,19,30,1,0.01,29.24,29.95,0.6,7,2.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,63,21,0.01,16,1,63,16,1
703,2,"2010-09-28",70,46,23,44,20,28,1,0,29.13,29.79,2.1,6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,0,16,1,70,16,1
704,2,"2010-09-29",76,50,28,45,23,13,1,0,29.15,29.81,5.1,21,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,28,0,16,1,76,16,1
705,2,"2010-09-30",75,53,29,49,24,2,1,0,29.29,29.91,8.3,1,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,29,0,16,1,75,16,1
706,2,"2010-10-01",74,49,27,43,21,24,1,0.02,29.38,30.04,3.9,28,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,27,0.02,16,1,74,16,1
707,2,"2010-10-02",55,46,16,42,16,7,1,0.25,29.52,30.16,17.5,36,17.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55,16,0.25,16,1,55,16,1
708,2,"2010-10-03",57,43,15,38,13,8,1,0.01,29.68,30.35,9.7,36,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,15,0.01,17,1,57,17,1
709,2,"2010-10-04",59,41,15,39,14,8,1,0,29.7,30.38,2,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,0,16,1,59,16,1
710,2,"2010-10-05",66,40,18,37,15,5,1,0,29.65,30.34,0.7,36,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18,0,15,1,66,15,1
711,2,"2010-10-06",78,45,27,43,21,24,1,0,29.39,30.08,6.7,27,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,27,0,15,1,78,15,1
712,2,"2010-10-07",76,49,28,40,20,13,1,0,29.42,30.08,2.9,31,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,28,0,15,1,76,15,1
713,2,"2010-10-08",79,49,29,37,20,2,1,0,29.37,30.03,7,24,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,0,15,1,79,15,1
714,2,"2010-10-09",87,56,37,49,28,1,8,0,29.31,29.97,3.9,24,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,37,0,15,1,87,15,1
715,2,"2010-10-10",84,59,37,50,28,1,8,0,29.23,29.88,3.7,25,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,37,0,15,1,84,15,1
716,2,"2010-10-11",81,57,34,53,28,1,5,0,29.18,29.82,1.5,34,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,34,0,15,1,81,15,1
717,2,"2010-10-12",76,54,30,54,28,1,1,0,29.26,29.91,3.1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,30,0,15,1,76,15,1
718,2,"2010-10-13",63,48,21,48,22,30,1,0.26,29.4,30.05,7.3,36,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,21,0.26,15,1,63,15,1
719,2,"2010-10-14",66,43,20,32,14,3,1,0,29.28,29.96,6.5,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,20,0,15,1,66,15,1
720,2,"2010-10-15",62,47,20,41,16,3,1,0,29.4,30.05,6.6,36,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,20,0,15,1,62,15,1
721,2,"2010-10-16",71,44,23,39,17,28,1,0,29.38,30.04,6.4,22,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,23,0,14,1,71,14,1
722,2,"2010-10-17",64,48,21,38,16,30,1,0,29.41,30.08,3.6,3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,21,0,13,0,64,13,0
723,2,"2010-10-18",60,45,18,41,16,5,1,0,29.35,30.02,4.1,5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18,0,13,0,60,13,0
724,2,"2010-10-19",61,40,16,35,13,7,1,0,29.29,29.98,5.3,28,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16,0,12,0,61,12,0
725,2,"2010-10-20",70,46,23,35,15,28,1,0,29.09,29.77,9.9,26,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,0,12,0,70,12,0
726,2,"2010-10-21",56,41,14,29,9,9,1,0,29.31,29.96,8.5,30,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,0,12,0,56,12,0
727,2,"2010-10-22",65,37,16,29,11,7,1,0.01,29.41,30.08,4.9,21,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16,0.01,12,0,65,12,0
